image_name,cve,scanners
mongo,CVE-2022-29526,snyk
ruby,CVE-2023-0634,snyk
postgres,CVE-2023-0634,snyk
postgres,CVE-2022-29526,snyk
sonarqube,CVE-2021-31684,grype+snyk
sonarqube,CVE-2020-9488,grype+snyk
sonarqube,CVE-2020-29582,snyk
sonarqube,CVE-2023-3635,grype+snyk
sonarqube,CVE-2023-33264,grype+snyk
sonarqube,CVE-2018-5709,snyk
sonarqube,CVE-2018-10054,snyk
redis,CVE-2023-0634,snyk
redis,CVE-2022-29526,snyk
cassandra,CVE-2022-29526,snyk
cassandra,CVE-2021-33574,snyk
cassandra,CVE-2018-5709,snyk
centos,CVE-2022-4899,grype+snyk
centos,CVE-2020-16598,grype+snyk
centos,CVE-2022-3080,snyk
centos,CVE-2023-27043,grype+snyk
centos,CVE-2019-9674,grype+snyk
centos,CVE-2007-4559,grype+snyk
centos,CVE-2023-36632,grype+snyk
centos,CVE-2021-45346,snyk
centos,CVE-2001-1267,grype+snyk
centos,CVE-2018-12700,grype+snyk
ghost,CVE-2021-23337,snyk
ghost,CVE-2019-19729,snyk
ghost,CVE-2021-3807,snyk
ghost,CVE-2022-47194,snyk
ghost,CVE-2023-0634,snyk
ghost,CVE-2022-2932,snyk
ghost,CVE-2023-26510,snyk
ghost,CVE-2022-37620,snyk
ghost,CVE-2022-47196,snyk
ghost,CVE-2022-47197,snyk
ghost,CVE-2022-29526,snyk
ghost,CVE-2022-47195,snyk
debian,CVE-2023-0634,snyk
kong,CVE-2018-5709,snyk
telegraf,CVE-2023-0634,snyk
golang,CVE-2023-0634,snyk
influxdb,CVE-2023-3978,snyk
influxdb,CVE-2023-0634,snyk
wordpress,CVE-2023-22609,snyk
wordpress,CVE-2023-22607,snyk
wordpress,CVE-2023-0634,snyk
wordpress,CVE-2023-22603,snyk
wordpress,CVE-2023-22605,snyk
wordpress,CVE-2023-22604,snyk
wordpress,CVE-2023-22606,snyk
node,CVE-2023-0634,snyk
maven,CVE-2018-5709,snyk
maven,CVE-2020-8908,grype+snyk
adminer,CVE-2023-0634,snyk
buildpack-deps,CVE-2023-0634,snyk
mariadb,CVE-2018-5709,snyk
tomcat,CVE-2018-5709,snyk
perl,CVE-2023-0634,snyk
python,CVE-2023-0634,snyk
zookeeper,CVE-2018-5709,snyk
mongo-express,CVE-2021-44531,grype+snyk
mongo-express,CVE-2021-44532,grype+snyk
mongo-express,CVE-2022-32212,snyk
mongo-express,CVE-2022-32214,snyk
mongo-express,CVE-2021-44533,grype+snyk
mongo-express,CVE-2022-2097,grype+snyk
mongo-express,CVE-2022-21824,grype+snyk
mongo-express,CVE-2022-32213,snyk
mongo-express,CVE-2021-22884,snyk
mongo-express,CVE-2022-32215,snyk
mongo-express,CVE-2023-30590,snyk
mongo-express,CVE-2022-0778,grype+snyk
mongo-express,CVE-2022-32223,snyk
mysql,CVE-2023-0286,snyk
mysql,CVE-2021-23840,snyk
mysql,CVE-2021-3449,snyk
mysql,CVE-2021-3450,snyk
mysql,CVE-2022-2097,snyk
mysql,CVE-2022-1292,snyk
mysql,CVE-2023-0215,snyk
mysql,CVE-2022-4304,snyk
mysql,CVE-2022-40897,grype+snyk
mysql,CVE-2021-3712,snyk
mysql,CVE-2022-0778,snyk
mysql,CVE-2022-2068,snyk
mysql,CVE-2021-3572,grype+snyk
mysql,CVE-2022-4450,snyk
mysql,CVE-2021-23841,snyk
mysql,CVE-2022-29526,snyk
httpd,CVE-2023-0634,snyk
nextcloud,CVE-2023-0634,snyk
php,CVE-2023-0634,snyk
rabbitmq,CVE-2018-5709,snyk
kong,CVE-2023-4147,grype
kong,CVE-2023-20593,grype
kong,CVE-2023-3611,grype
kong,CVE-2023-4004,grype
kong,CVE-2022-41741,grype
kong,CVE-2023-4015,grype
kong,CVE-2023-3609,grype
kong,CVE-2023-3355,grype
kong,CVE-2023-3776,grype
kong,CVE-2023-3212,grype
kong,CVE-2023-3610,grype
kong,CVE-2022-41742,grype
wordpress,CVE-2007-4596,grype
wordpress,CVE-2007-2727,grype
wordpress,CVE-2007-3205,grype
wordpress,CVE-2007-2728,grype
mysql,CVE-2022-23491,grype
mysql,CVE-2018-20225,grype
haproxy,CVE-2023-0056,grype
haproxy,CVE-2016-2102,grype
httpd,CVE-1999-1237,grype
httpd,CVE-1999-0236,grype
httpd,CVE-2007-0450,grype
httpd,CVE-1999-0678,grype
httpd,CVE-1999-1412,grype
httpd,CVE-2007-0086,grype
telegraf,CVE-2019-3826,grype
zookeeper,CVE-2023-35116,grype
python,CVE-2023-36632,grype
python,CVE-2018-20225,grype
tomcat,CVE-2016-6325,grype
tomcat,CVE-2016-5425,grype
nextcloud,CVE-2007-3205,grype
nextcloud,CVE-2007-4596,grype
nextcloud,CVE-2007-2727,grype
nextcloud,CVE-2007-2728,grype
mongo-express,CVE-2023-0286,grype
mongo-express,CVE-2023-0466,grype
mongo-express,CVE-2023-0464,grype
mongo-express,CVE-2022-4304,grype
mongo-express,CVE-2022-28391,grype
mongo-express,CVE-2023-0465,grype
mongo-express,CVE-2023-2650,grype
mongo-express,CVE-2022-2068,grype
mongo-express,CVE-2021-4160,grype
mongo-express,CVE-2018-25032,grype
mongo-express,CVE-2023-0215,grype
mongo-express,CVE-2022-1292,grype
mongo-express,CVE-2023-3817,grype
mongo-express,CVE-2022-4450,grype
mongo-express,CVE-2016-0701,grype
mongo-express,CVE-2023-3446,grype
hashicorp_consul,CVE-2022-3219,grype
hashicorp_consul,CVE-2023-3817,grype
hashicorp_consul,CVE-2023-2975,grype
hashicorp_consul,CVE-2023-3446,grype
php,CVE-2007-3205,grype
php,CVE-2007-4596,grype
php,CVE-2007-2727,grype
php,CVE-2007-2728,grype
redis,CVE-2022-3647,grype
redis,CVE-2022-3734,grype
redis,CVE-2022-0543,grype
golang,CVE-2023-29409,grype
traefik,CVE-2021-41803,grype
traefik,CVE-2023-0845,grype
centos,CVE-2023-24593,grype
centos,CVE-2021-46059,grype
centos,CVE-2023-25587,grype
centos,CVE-2023-25180,grype
centos,CVE-2019-1010022,grype
cassandra,CVE-2020-13946,grype
cassandra,CVE-2019-2684,grype
cassandra,CVE-2023-35116,grype
neo4j,CVE-2009-5045,grype
neo4j,CVE-2021-34428,grype
neo4j,CVE-2023-35116,grype
neo4j,CVE-2022-2047,grype
neo4j,CVE-2017-7658,grype
neo4j,CVE-2017-7657,grype
neo4j,CVE-2020-27216,grype
neo4j,CVE-2021-28169,grype
neo4j,CVE-2017-9735,grype
neo4j,CVE-2023-26049,grype
neo4j,CVE-2022-2048,grype
neo4j,CVE-2023-26048,grype
neo4j,CVE-2009-5046,grype
neo4j,CVE-2017-7656,grype
neo4j,CVE-2020-35864,grype
amazonlinux,CVE-2021-35939,grype
amazonlinux,CVE-2021-35937,grype
amazonlinux,CVE-2021-3521,grype
amazonlinux,CVE-2017-7500,grype
amazonlinux,CVE-2021-35938,grype
amazonlinux,CVE-2017-7501,grype
sonarqube,CVE-2015-3330,grype
sonarqube,CVE-2017-7890,grype
sonarqube,CVE-2016-5772,grype
sonarqube,CVE-2009-3292,grype
sonarqube,CVE-2022-31628,grype
sonarqube,CVE-2011-1398,grype
sonarqube,CVE-2016-5770,grype
sonarqube,CVE-2012-2143,grype
sonarqube,CVE-2007-4782,grype
sonarqube,CVE-2007-1521,grype
sonarqube,CVE-2016-7129,grype
sonarqube,CVE-2016-7132,grype
sonarqube,CVE-2011-1464,grype
sonarqube,CVE-2006-4482,grype
sonarqube,CVE-2008-2107,grype
sonarqube,CVE-2007-4887,grype
sonarqube,CVE-2003-0442,grype
sonarqube,CVE-2007-1285,grype
sonarqube,CVE-2015-4598,grype
sonarqube,CVE-2016-10712,grype
sonarqube,CVE-2016-9934,grype
sonarqube,CVE-2007-4659,grype
sonarqube,CVE-2007-4840,grype
sonarqube,CVE-2015-3152,grype
sonarqube,CVE-2016-9935,grype
sonarqube,CVE-2017-7963,grype
sonarqube,CVE-2018-14883,grype
sonarqube,CVE-2007-4652,grype
sonarqube,CVE-2016-5095,grype
sonarqube,CVE-2014-2497,grype
sonarqube,CVE-2016-4343,grype
sonarqube,CVE-2017-11144,grype
sonarqube,CVE-2016-7127,grype
sonarqube,CVE-2006-4483,grype
sonarqube,CVE-2016-7131,grype
sonarqube,CVE-2018-15132,grype
sonarqube,CVE-2011-1469,grype
sonarqube,CVE-2017-9225,grype
sonarqube,CVE-2011-1153,grype
sonarqube,CVE-2015-7804,grype
sonarqube,CVE-2015-4148,grype
sonarqube,CVE-2018-5712,grype
sonarqube,CVE-2016-9138,grype
sonarqube,CVE-2008-4107,grype
sonarqube,CVE-2007-1484,grype
sonarqube,CVE-2007-4596,grype
sonarqube,CVE-2016-4538,grype
sonarqube,CVE-2016-7126,grype
sonarqube,CVE-2009-3291,grype
sonarqube,CVE-2012-3450,grype
sonarqube,CVE-2011-1148,grype
sonarqube,CVE-2004-0958,grype
sonarqube,CVE-2023-35116,grype
sonarqube,CVE-2016-6288,grype
sonarqube,CVE-2013-1824,grype
sonarqube,CVE-2015-6834,grype
sonarqube,CVE-2012-2386,grype
sonarqube,CVE-2011-3182,grype
sonarqube,CVE-2015-4642,grype
sonarqube,CVE-2018-10549,grype
sonarqube,CVE-2005-3353,grype
sonarqube,CVE-2009-4418,grype
sonarqube,CVE-2019-9639,grype
sonarqube,CVE-2019-9638,grype
sonarqube,CVE-2004-0542,grype
sonarqube,CVE-2007-2727,grype
sonarqube,CVE-2015-0273,grype
sonarqube,CVE-2012-3365,grype
sonarqube,CVE-2016-7414,grype
sonarqube,CVE-2011-1092,grype
sonarqube,CVE-2008-2051,grype
sonarqube,CVE-2019-9641,grype
sonarqube,CVE-2016-4543,grype
sonarqube,CVE-2018-7584,grype
sonarqube,CVE-2015-5590,grype
sonarqube,CVE-2013-1635,grype
sonarqube,CVE-2017-9224,grype
sonarqube,CVE-2016-4540,grype
sonarqube,CVE-2015-6835,grype
sonarqube,CVE-2017-9229,grype
sonarqube,CVE-2015-1352,grype
sonarqube,CVE-2012-0789,grype
sonarqube,CVE-2017-8923,grype
sonarqube,CVE-2018-10548,grype
sonarqube,CVE-2018-17082,grype
sonarqube,CVE-2016-6295,grype
sonarqube,CVE-2007-1461,grype
sonarqube,CVE-2014-5459,grype
sonarqube,CVE-2006-0208,grype
sonarqube,CVE-2010-1128,grype
sonarqube,CVE-2022-31629,grype
sonarqube,CVE-2015-4599,grype
sonarqube,CVE-2014-9652,grype
sonarqube,CVE-2016-5093,grype
sonarqube,CVE-2010-4409,grype
sonarqube,CVE-2016-5096,grype
sonarqube,CVE-2007-4889,grype
sonarqube,CVE-2015-5589,grype
sonarqube,CVE-2011-1470,grype
sonarqube,CVE-2014-4670,grype
sonarqube,CVE-2008-2829,grype
sonarqube,CVE-2007-1475,grype
sonarqube,CVE-2016-1903,grype
sonarqube,CVE-2006-1494,grype
sonarqube,CVE-2014-3981,grype
sonarqube,CVE-2006-1991,grype
sonarqube,CVE-2016-6291,grype
sonarqube,CVE-2016-7128,grype
sonarqube,CVE-2013-6712,grype
sonarqube,CVE-2011-3268,grype
sonarqube,CVE-2007-1286,grype
sonarqube,CVE-2007-4441,grype
sonarqube,CVE-2016-4539,grype
sonarqube,CVE-2015-4603,grype
sonarqube,CVE-2009-3293,grype
sonarqube,CVE-2015-2787,grype
sonarqube,CVE-2007-2748,grype
sonarqube,CVE-2011-0752,grype
sonarqube,CVE-2011-1466,grype
sonarqube,CVE-2006-5178,grype
sonarqube,CVE-2008-1384,grype
sonarqube,CVE-2019-9020,grype
sonarqube,CVE-2014-9426,grype
sonarqube,CVE-2011-4885,grype
sonarqube,CVE-2012-1172,grype
sonarqube,CVE-2016-5773,grype
sonarqube,CVE-2015-8879,grype
sonarqube,CVE-2014-9425,grype
sonarqube,CVE-2007-4784,grype
sonarqube,CVE-2016-3185,grype
sonarqube,CVE-2018-14851,grype
sonarqube,CVE-2018-10547,grype
sonarqube,CVE-2011-1467,grype
sonarqube,CVE-2016-10158,grype
sonarqube,CVE-2016-5094,grype
sonarqube,CVE-2014-0236,grype
sonarqube,CVE-2010-4699,grype
sonarqube,CVE-2014-9912,grype
sonarqube,CVE-2016-7125,grype
sonarqube,CVE-2015-8873,grype
sonarqube,CVE-2008-0599,grype
sonarqube,CVE-2014-2270,grype
sonarqube,CVE-2016-7418,grype
sonarqube,CVE-2014-0207,grype
sonarqube,CVE-2011-4718,grype
sonarqube,CVE-2015-2783,grype
sonarqube,CVE-2008-0145,grype
sonarqube,CVE-2007-1411,grype
sonarqube,CVE-2016-4070,grype
sonarqube,CVE-2018-20783,grype
sonarqube,CVE-2017-11147,grype
sonarqube,CVE-2013-4248,grype
sonarqube,CVE-2015-0232,grype
sonarqube,CVE-2014-3478,grype
sonarqube,CVE-2015-4022,grype
sonarqube,CVE-2008-5625,grype
sonarqube,CVE-2002-2215,grype
sonarqube,CVE-2016-6292,grype
sonarqube,CVE-2016-5771,grype
sonarqube,CVE-2016-10161,grype
sonarqube,CVE-2016-7130,grype
sonarqube,CVE-2016-4342,grype
sonarqube,CVE-2015-6837,grype
sonarqube,CVE-2015-8838,grype
sonarqube,CVE-2015-3307,grype
sonarqube,CVE-2014-3487,grype
sonarqube,CVE-2008-5498,grype
sonarqube,CVE-2015-4600,grype
sonarqube,CVE-2011-3267,grype
sonarqube,CVE-2016-6294,grype
sonarqube,CVE-2016-4541,grype
sonarqube,CVE-2019-9637,grype
sonarqube,CVE-2016-10159,grype
sonarqube,CVE-2011-2483,grype
sonarqube,CVE-2015-7803,grype
sonarqube,CVE-2017-11142,grype
sonarqube,CVE-2008-2666,grype
sonarqube,CVE-2015-6832,grype
sonarqube,CVE-2014-8626,grype
sonarqube,CVE-2007-1413,grype
sonarqube,CVE-2015-2348,grype
sonarqube,CVE-2012-0831,grype
sonarqube,CVE-2015-9253,grype
sonarqube,CVE-2019-9021,grype
sonarqube,CVE-2006-3017,grype
sonarqube,CVE-2015-0231,grype
sonarqube,CVE-2007-3996,grype
sonarqube,CVE-2009-2687,grype
sonarqube,CVE-2015-4116,grype
sonarqube,CVE-2007-5898,grype
sonarqube,CVE-2011-2202,grype
sonarqube,CVE-2014-2020,grype
sonarqube,CVE-2014-9705,grype
sonarqube,CVE-2017-11628,grype
sonarqube,CVE-2015-6831,grype
sonarqube,CVE-2015-6836,grype
sonarqube,CVE-2004-1018,grype
sonarqube,CVE-2009-3557,grype
sonarqube,CVE-2015-2331,grype
sonarqube,CVE-2016-7413,grype
sonarqube,CVE-2014-4049,grype
sonarqube,CVE-2006-4625,grype
sonarqube,CVE-2014-3669,grype
sonarqube,CVE-2014-3515,grype
sonarqube,CVE-2005-2691,grype
sonarqube,CVE-2014-3597,grype
sonarqube,CVE-2016-5769,grype
sonarqube,CVE-2009-4143,grype
sonarqube,CVE-2015-4026,grype
sonarqube,CVE-2004-1019,grype
sonarqube,CVE-2006-3758,grype
sonarqube,CVE-2011-1471,grype
sonarqube,CVE-2007-5900,grype
sonarqube,CVE-2013-3735,grype
sonarqube,CVE-2014-3480,grype
sonarqube,CVE-2007-5128,grype
sonarqube,CVE-2008-5658,grype
sonarqube,CVE-2015-8835,grype
sonarqube,CVE-2017-12933,grype
sonarqube,CVE-2013-4635,grype
sonarqube,CVE-2016-6289,grype
sonarqube,CVE-2015-1351,grype
sonarqube,CVE-2016-2554,grype
sonarqube,CVE-2015-8865,grype
sonarqube,CVE-2015-4643,grype
sonarqube,CVE-2019-9023,grype
sonarqube,CVE-2013-7327,grype
sonarqube,CVE-2016-3142,grype
sonarqube,CVE-2016-10397,grype
sonarqube,CVE-2006-5465,grype
sonarqube,CVE-2015-3411,grype
sonarqube,CVE-2012-2311,grype
sonarqube,CVE-2007-3997,grype
sonarqube,CVE-2013-6420,grype
sonarqube,CVE-2016-6174,grype
sonarqube,CVE-2015-4025,grype
sonarqube,CVE-2016-9137,grype
sonarqube,CVE-2007-4783,grype
sonarqube,CVE-2016-4537,grype
sonarqube,CVE-2007-6039,grype
sonarqube,CVE-2017-7272,grype
sonarqube,CVE-2015-8877,grype
sonarqube,CVE-2009-4018,grype
sonarqube,CVE-2012-2688,grype
sonarqube,CVE-2009-3558,grype
sonarqube,CVE-2009-4142,grype
sonarqube,CVE-2014-3668,grype
sonarqube,CVE-2016-7417,grype
sonarqube,CVE-2007-1460,grype
sonarqube,CVE-2015-8874,grype
sonarqube,CVE-2007-4663,grype
sonarqube,CVE-2015-6833,grype
sonarqube,CVE-2012-0788,grype
sonarqube,CVE-2017-8806,grype
sonarqube,CVE-2011-0753,grype
sonarqube,CVE-2006-7243,grype
sonarqube,CVE-2019-6977,grype
sonarqube,CVE-2016-7412,grype
sonarqube,CVE-2018-5711,grype
sonarqube,CVE-2016-5768,grype
sonarqube,CVE-2012-2336,grype
sonarqube,CVE-2011-1939,grype
sonarqube,CVE-2014-8142,grype
sonarqube,CVE-2007-4670,grype
sonarqube,CVE-2017-11143,grype
sonarqube,CVE-2015-3329,grype
sonarqube,CVE-2013-6501,grype
sonarqube,CVE-2015-6838,grype
sonarqube,CVE-2007-0910,grype
sonarqube,CVE-2007-3205,grype
sonarqube,CVE-2018-10546,grype
sonarqube,CVE-2014-3587,grype
sonarqube,CVE-2014-9767,grype
sonarqube,CVE-2010-3870,grype
sonarqube,CVE-2015-3412,grype
sonarqube,CVE-2009-5016,grype
sonarqube,CVE-2016-3141,grype
sonarqube,CVE-2015-4021,grype
sonarqube,CVE-2009-2408,grype
sonarqube,CVE-2007-2872,grype
sonarqube,CVE-2007-4660,grype
sonarqube,CVE-2014-0238,grype
sonarqube,CVE-2007-1375,grype
sonarqube,CVE-2010-1130,grype
sonarqube,CVE-2015-4605,grype
sonarqube,CVE-2012-1823,grype
sonarqube,CVE-2012-0057,grype
sonarqube,CVE-2015-4644,grype
sonarqube,CVE-2016-5399,grype
sonarqube,CVE-2006-3011,grype
sonarqube,CVE-2007-5653,grype
sonarqube,CVE-2008-5814,grype
sonarqube,CVE-2016-4542,grype
sonarqube,CVE-2007-4586,grype
sonarqube,CVE-2014-0237,grype
sonarqube,CVE-2016-6297,grype
sonarqube,CVE-2007-1864,grype
sonarqube,CVE-2015-4601,grype
sonarqube,CVE-2017-16642,grype
sonarqube,CVE-2011-1468,grype
sonarqube,CVE-2004-0959,grype
sonarqube,CVE-2011-0708,grype
sonarqube,CVE-2008-2050,grype
sonarqube,CVE-2007-2369,grype
sonarqube,CVE-2011-0755,grype
sonarqube,CVE-2017-9226,grype
sonarqube,CVE-2015-8935,grype
sonarqube,CVE-2008-4102,grype
sonarqube,CVE-2014-3479,grype
sonarqube,CVE-2017-11145,grype
sonarqube,CVE-2013-1643,grype
sonarqube,CVE-2006-1990,grype
sonarqube,CVE-2016-7411,grype
sonarqube,CVE-2012-1571,grype
sonarqube,CVE-2007-2728,grype
sonarqube,CVE-2016-5114,grype
sonarqube,CVE-2008-2108,grype
sonarqube,CVE-2016-7124,grype
sonarqube,CVE-2014-3670,grype
sonarqube,CVE-2014-9653,grype
sonarqube,CVE-2015-4024,grype
sonarqube,CVE-2007-4662,grype
sonarqube,CVE-2007-5899,grype
sonarqube,CVE-2016-6290,grype
sonarqube,CVE-2010-4697,grype
sonarqube,CVE-2016-7416,grype
sonarqube,CVE-2015-4147,grype
sonarqube,CVE-2015-4604,grype
sonarqube,CVE-2013-7226,grype
sonarqube,CVE-2016-6296,grype
sonarqube,CVE-2015-4602,grype
sonarqube,CVE-2019-9024,grype
sonarqube,CVE-2018-10545,grype
sonarqube,CVE-2006-5706,grype
sonarqube,CVE-2011-0421,grype
sonarqube,CVE-2009-2626,grype
sonarqube,CVE-2013-2110,grype
sonarqube,CVE-2007-4825,grype
gradle,CVE-2023-35116,grype
gradle,CVE-2023-26112,grype
gradle,CVE-2022-23491,grype
gradle,CVE-2012-5811,grype
gradle,CVE-2023-37920,grype
