image_name,cve,scanners
python,CVE-2019-6988,grype+snyk+trivy
python,CVE-2017-17740,grype+snyk+trivy
python,CVE-2001-1483,grype+snyk+trivy
python,CVE-2019-16233,grype+trivy
python,CVE-2023-29659,grype+snyk+trivy
python,CVE-2016-9801,grype+snyk+trivy
python,CVE-2023-29007,grype+snyk+trivy
python,CVE-2023-31484,grype+snyk+trivy
python,CVE-2023-2908,grype+snyk+trivy
python,CVE-2007-3476,grype+snyk+trivy
python,CVE-2019-16089,grype+trivy
python,CVE-2018-1000007,grype+snyk+trivy
python,CVE-2014-9892,grype+trivy
python,CVE-2023-3772,grype+trivy
python,CVE-2017-16232,grype+snyk+trivy
python,CVE-2022-45884,grype+trivy
python,CVE-2023-37769,grype+snyk+trivy
python,CVE-2022-48303,grype+snyk+trivy
python,CVE-2019-16230,grype+trivy
python,CVE-2019-1010025,grype+snyk+trivy
python,CVE-2023-27103,grype+snyk+trivy
python,CVE-2023-3428,grype+snyk+trivy
python,CVE-2018-15607,grype+snyk+trivy
python,CVE-2023-25433,grype+snyk+trivy
python,CVE-2018-20796,grype+snyk+trivy
python,CVE-2021-3575,grype+snyk+trivy
python,CVE-2023-34151,grype+snyk+trivy
python,CVE-2018-5709,grype+snyk+trivy
python,CVE-2023-32570,grype+snyk+trivy
python,CVE-2017-11755,grype+snyk+trivy
python,CVE-2018-20845,trivy
python,CVE-2023-3773,grype+trivy
python,CVE-2022-3219,grype+snyk+trivy
python,CVE-2008-1688,grype+snyk+trivy
python,CVE-2016-9799,grype+snyk+trivy
mariadb,CVE-2016-2781,grype+snyk+trivy
mariadb,CVE-2023-2975,grype+snyk+trivy
mariadb,CVE-2023-27561,grype+trivy
mariadb,CVE-2016-20013,grype+snyk+trivy
mariadb,CVE-2022-4899,grype+snyk+trivy
mariadb,CVE-2022-3715,grype+snyk+trivy
mariadb,CVE-2023-29383,grype+snyk+trivy
mariadb,CVE-2021-43784,grype+trivy
mariadb,CVE-2023-25809,grype+trivy
mariadb,CVE-2019-19921,grype+trivy
mariadb,CVE-2022-29162,grype+trivy
mariadb,CVE-2023-4016,grype+snyk+trivy
mariadb,CVE-2023-28642,grype+trivy
mariadb,CVE-2022-46908,grype+snyk+trivy
mariadb,CVE-2022-29526,grype+snyk+trivy
mariadb,CVE-2023-4156,grype+snyk+trivy
mariadb,CVE-2023-36054,grype+snyk+trivy
mariadb,CVE-2017-11164,grype+snyk+trivy
mariadb,CVE-2022-3219,grype+snyk+trivy
traefik,CVE-2023-1297,grype+trivy
traefik,CVE-2023-28840,grype+trivy
traefik,CVE-2023-28841,grype+trivy
traefik,CVE-2022-40716,grype+trivy
traefik,CVE-2023-28842,grype+trivy
redis,CVE-2018-12928,grype+trivy
redis,CVE-2019-19378,grype+trivy
redis,CVE-2022-3238,grype+trivy
redis,CVE-2019-1010022,grype+snyk+trivy
redis,CVE-2022-27943,grype+snyk+trivy
redis,CVE-2019-16231,grype+trivy
redis,CVE-2018-6829,grype+snyk+trivy
redis,CVE-2019-19070,grype+trivy
redis,CVE-2023-4147,grype+trivy
redis,CVE-2017-13694,grype+trivy
redis,CVE-2023-2176,grype+trivy
redis,CVE-2008-2544,grype+trivy
redis,CVE-2023-1194,grype+trivy
redis,CVE-2023-4132,grype+trivy
redis,CVE-2007-6755,grype+snyk+trivy
redis,CVE-2023-35827,grype+trivy
redis,CVE-2011-4916,grype+trivy
redis,CVE-2019-1010024,grype+snyk+trivy
redis,CVE-2005-3660,grype+trivy
redis,CVE-2023-37453,grype+trivy
redis,CVE-2022-44032,grype+trivy
redis,CVE-2007-5686,grype+snyk+trivy
redis,CVE-2011-4915,grype+trivy
redis,CVE-2023-28642,grype+trivy
redis,CVE-2010-4756,grype+snyk+trivy
redis,CVE-2023-3817,grype+snyk+trivy
redis,CVE-2013-7445,grype+trivy
redis,CVE-2021-3714,grype+trivy
redis,CVE-2023-4128,grype+trivy
redis,CVE-2019-9192,grype+snyk+trivy
redis,CVE-2022-0563,grype+snyk+trivy
redis,CVE-2023-40283,grype+trivy
redis,CVE-2021-3864,grype+trivy
redis,CVE-2023-3863,grype+trivy
redis,CVE-2023-31437,grype+snyk+trivy
redis,CVE-2023-3611,grype+trivy
redis,CVE-2023-37454,grype+trivy
redis,CVE-2023-23039,grype+trivy
redis,CVE-2023-4004,grype+trivy
redis,CVE-2010-0928,grype+snyk+trivy
redis,CVE-2023-3446,grype+snyk+trivy
redis,CVE-2018-17977,grype+trivy
redis,CVE-2023-2975,grype+snyk+trivy
redis,CVE-2023-23005,grype+trivy
redis,CVE-2022-25265,grype+trivy
redis,CVE-2023-27561,grype+trivy
redis,CVE-2005-2541,grype+snyk+trivy
redis,CVE-2018-1121,grype+trivy
redis,CVE-2007-6761,grype+trivy
redis,CVE-2014-9900,grype+trivy
redis,CVE-2023-4133,grype+trivy
redis,CVE-2007-3719,grype+trivy
redis,CVE-2023-4134,grype+trivy
redis,CVE-2011-4116,grype+snyk+trivy
redis,CVE-2023-26242,grype+trivy
redis,CVE-2019-19449,grype+trivy
redis,CVE-2022-44033,grype+trivy
redis,CVE-2019-12379,grype+trivy
redis,CVE-2023-31439,grype+snyk+trivy
redis,CVE-2019-19921,grype+trivy
redis,CVE-2023-31083,grype+trivy
redis,CVE-2010-2632,grype+snyk+trivy
redis,CVE-2017-13693,grype+trivy
redis,CVE-2019-1010023,grype+snyk+trivy
redis,CVE-2010-4563,grype+trivy
redis,CVE-2016-8660,grype+trivy
redis,CVE-2022-45885,grype+trivy
redis,CVE-2012-4542,grype+trivy
redis,CVE-2022-4543,grype+trivy
redis,CVE-2021-3847,grype+trivy
redis,CVE-2023-1076,grype+trivy
redis,CVE-2015-2877,grype+trivy
redis,CVE-2023-31081,grype+trivy
redis,CVE-2008-4609,grype+trivy
redis,CVE-2021-26934,grype+trivy
redis,CVE-2019-19882,grype+snyk+trivy
redis,CVE-2023-1206,grype+trivy
redis,CVE-2019-16232,grype+trivy
redis,CVE-2023-1193,grype+trivy
redis,CVE-2019-15213,grype+trivy
redis,CVE-2023-20588,grype+trivy
redis,CVE-2023-34319,grype+trivy
redis,CVE-2019-12378,grype+trivy
redis,CVE-2022-0400,grype+trivy
redis,CVE-2022-48502,grype+trivy
redis,CVE-2023-4155,grype+trivy
redis,CVE-2022-45919,grype+trivy
redis,CVE-2023-29383,grype+snyk+trivy
redis,CVE-2020-35501,grype+trivy
redis,CVE-2023-25809,grype+trivy
redis,CVE-2010-5321,grype+trivy
redis,CVE-2023-4010,grype+trivy
redis,CVE-2023-4194,grype+trivy
redis,CVE-2023-2430,grype+trivy
redis,CVE-2023-21264,grype+trivy
redis,CVE-2023-31438,grype+snyk+trivy
redis,CVE-2019-12381,grype+trivy
redis,CVE-2017-18018,grype+snyk+trivy
redis,CVE-2004-0230,grype+trivy
redis,CVE-2022-41848,grype+trivy
redis,CVE-2011-4917,grype+trivy
redis,CVE-2019-16234,grype+trivy
redis,CVE-2017-0630,grype+trivy
redis,CVE-2019-12382,grype+trivy
redis,CVE-2023-31085,grype+trivy
redis,CVE-2020-11725,grype+trivy
redis,CVE-2019-12456,grype+trivy
redis,CVE-2019-19814,grype+trivy
redis,CVE-2022-2961,grype+trivy
redis,CVE-2022-45886,grype+trivy
redis,CVE-2022-1247,grype+trivy
redis,CVE-2013-4392,grype+snyk+trivy
redis,CVE-2019-20794,grype+trivy
redis,CVE-2016-10723,grype+trivy
redis,CVE-2023-36054,grype+snyk+trivy
redis,CVE-2019-16229,grype+trivy
redis,CVE-2023-1192,grype+trivy
redis,CVE-2022-45887,grype+trivy
redis,CVE-2011-3374,grype+snyk+trivy
redis,CVE-2023-0597,grype+trivy
redis,CVE-2016-2781,grype+snyk+trivy
redis,CVE-2011-3389,grype+snyk+trivy
redis,CVE-2023-31082,grype+trivy
redis,CVE-2023-3640,grype+trivy
redis,CVE-2020-36694,grype+trivy
redis,CVE-2022-45888,grype+trivy
redis,CVE-2023-31486,grype+snyk+trivy
redis,CVE-2023-0160,grype+trivy
redis,CVE-2023-3776,grype+trivy
redis,CVE-2019-12455,grype+trivy
redis,CVE-2019-12380,grype+trivy
redis,CVE-2022-44034,grype+trivy
redis,CVE-2020-14304,grype+trivy
redis,CVE-2023-2898,grype+trivy
redis,CVE-2023-3397,grype+trivy
redis,CVE-2023-4273,grype+trivy
redis,CVE-2022-29162,grype+trivy
redis,CVE-2019-16233,grype+trivy
redis,CVE-2023-31484,grype+snyk+trivy
redis,CVE-2019-16089,grype+trivy
redis,CVE-2014-9892,grype+trivy
redis,CVE-2023-3772,grype+trivy
redis,CVE-2022-45884,grype+trivy
redis,CVE-2022-48303,grype+snyk+trivy
redis,CVE-2019-16230,grype+trivy
redis,CVE-2019-1010025,grype+snyk+trivy
redis,CVE-2018-20796,grype+snyk+trivy
redis,CVE-2018-5709,grype+snyk+trivy
redis,CVE-2019-11191,grype+trivy
redis,CVE-2023-3773,grype+trivy
redis,CVE-2022-3219,grype+snyk+trivy
ghost,CVE-2021-36084,grype+snyk+trivy
ghost,CVE-2019-1010022,grype+snyk+trivy
ghost,CVE-2021-33560,grype+snyk+trivy
ghost,CVE-2018-6829,grype+snyk+trivy
ghost,CVE-2020-14155,trivy
ghost,CVE-2022-33987,grype+snyk+trivy
ghost,CVE-2022-4899,grype+snyk+trivy
ghost,CVE-2022-23540,grype+snyk+trivy
ghost,CVE-2023-28155,grype+snyk+trivy
ghost,CVE-2023-23920,trivy
ghost,CVE-2007-6755,grype+snyk+trivy
ghost,CVE-2019-1010024,grype+snyk+trivy
ghost,CVE-2017-16231,grype+snyk+trivy
ghost,CVE-2022-23541,grype+snyk+trivy
ghost,CVE-2021-36087,grype+snyk+trivy
ghost,CVE-2023-26920,snyk+trivy
ghost,CVE-2007-5686,grype+snyk+trivy
ghost,CVE-2023-28642,grype+trivy
ghost,CVE-2010-4756,grype+snyk+trivy
ghost,CVE-2023-3817,grype+snyk+trivy
ghost,CVE-2019-9192,grype+snyk+trivy
ghost,CVE-2022-0563,grype+snyk+trivy
ghost,CVE-2017-7245,grype+snyk+trivy
ghost,CVE-2022-25881,grype+trivy
ghost,CVE-2023-31437,grype+snyk+trivy
ghost,CVE-2013-4235,grype+snyk+trivy
ghost,CVE-2010-0928,grype+snyk+trivy
ghost,CVE-2016-20018,grype+snyk+trivy
ghost,CVE-2023-3446,grype+snyk+trivy
ghost,CVE-2020-16156,grype+snyk+trivy
ghost,CVE-2022-23539,grype+snyk+trivy
ghost,CVE-2023-27561,grype+trivy
ghost,CVE-2021-32817,grype+snyk+trivy
ghost,CVE-2005-2541,grype+snyk+trivy
ghost,CVE-2023-22467,grype+snyk+trivy
ghost,CVE-2011-4116,grype+snyk+trivy
ghost,CVE-2022-3715,grype+snyk+trivy
ghost,CVE-2021-3765,grype+snyk+trivy
ghost,CVE-2023-31439,grype+snyk+trivy
ghost,CVE-2019-19921,grype+trivy
ghost,CVE-2022-25883,grype+snyk+trivy
ghost,CVE-2010-2632,grype+snyk+trivy
ghost,CVE-2019-1010023,grype+snyk+trivy
ghost,CVE-2023-29491,grype+snyk+trivy
ghost,CVE-2019-20838,grype+snyk+trivy
ghost,CVE-2023-23918,trivy
ghost,CVE-2023-23936,trivy
ghost,CVE-2017-11164,grype+snyk+trivy
ghost,CVE-2020-7753,grype+snyk+trivy
ghost,CVE-2019-19882,grype+snyk+trivy
ghost,CVE-2021-3803,grype+snyk+trivy
ghost,CVE-2022-24434,grype+snyk+trivy
ghost,CVE-2023-29383,grype+snyk+trivy
ghost,CVE-2023-25809,grype+trivy
ghost,CVE-2021-36085,grype+snyk+trivy
ghost,CVE-2023-24807,trivy
ghost,CVE-2023-31438,grype+snyk+trivy
ghost,CVE-2017-18018,grype+snyk+trivy
ghost,CVE-2022-31129,grype+snyk+trivy
ghost,CVE-2022-41409,grype+snyk+trivy
ghost,CVE-2017-7246,grype+snyk+trivy
ghost,CVE-2013-4392,grype+snyk+trivy
ghost,CVE-2023-36054,grype+snyk+trivy
ghost,CVE-2022-38900,grype+snyk+trivy
ghost,CVE-2020-13529,grype+snyk+trivy
ghost,CVE-2019-20454,grype+snyk+trivy
ghost,CVE-2023-34104,grype+snyk+trivy
ghost,CVE-2011-3374,grype+snyk+trivy
ghost,CVE-2016-2781,grype+snyk+trivy
ghost,CVE-2011-3389,grype+snyk+trivy
ghost,CVE-2021-23358,grype+snyk+trivy
ghost,CVE-2023-31486,grype+snyk+trivy
ghost,CVE-2022-24785,grype+snyk+trivy
ghost,CVE-2022-29162,grype+trivy
ghost,CVE-2019-8457,grype+snyk+trivy
ghost,CVE-2022-1304,grype+snyk+trivy
ghost,CVE-2023-31484,grype+snyk+trivy
ghost,CVE-2023-26136,grype+snyk+trivy
ghost,CVE-2021-36086,grype+snyk+trivy
ghost,CVE-2022-4904,trivy
ghost,CVE-2022-48303,grype+snyk+trivy
ghost,CVE-2019-1010025,grype+snyk+trivy
ghost,CVE-2018-20796,grype+snyk+trivy
ghost,CVE-2018-5709,grype+snyk+trivy
ghost,CVE-2022-3219,grype+snyk+trivy
ghost,CVE-2023-26115,grype+snyk+trivy
rabbitmq,CVE-2016-2781,grype+snyk+trivy
rabbitmq,CVE-2023-4016,grype+snyk+trivy
rabbitmq,CVE-2023-2975,grype+snyk+trivy
rabbitmq,CVE-2016-20013,grype+snyk+trivy
rabbitmq,CVE-2022-4899,grype+snyk+trivy
rabbitmq,CVE-2022-3715,grype+snyk+trivy
rabbitmq,CVE-2023-29383,grype+snyk+trivy
rabbitmq,CVE-2023-36054,grype+snyk+trivy
rabbitmq,CVE-2017-11164,grype+snyk+trivy
rabbitmq,CVE-2022-3219,grype+snyk+trivy
sonarqube,CVE-2019-1010204,grype+snyk+trivy
sonarqube,CVE-2016-2781,grype+snyk+trivy
sonarqube,CVE-2023-2975,grype+snyk+trivy
sonarqube,CVE-2023-33265,grype+snyk+trivy
sonarqube,CVE-2022-3857,grype+snyk+trivy
sonarqube,CVE-2023-1370,grype+snyk+trivy
sonarqube,CVE-2022-27943,grype+snyk+trivy
sonarqube,CVE-2021-40690,grype+snyk+trivy
sonarqube,CVE-2022-3509,grype+snyk+trivy
sonarqube,CVE-2022-40151,trivy
sonarqube,CVE-2018-12698,grype+snyk+trivy
sonarqube,CVE-2016-20013,grype+snyk+trivy
sonarqube,CVE-2022-4899,grype+snyk+trivy
sonarqube,CVE-2023-2976,grype+snyk+trivy
sonarqube,CVE-2022-3715,grype+snyk+trivy
sonarqube,CVE-2022-4285,grype+snyk+trivy
sonarqube,CVE-2020-16599,grype+snyk+trivy
sonarqube,CVE-2023-29383,grype+snyk+trivy
sonarqube,CVE-2023-2953,grype+snyk+trivy
sonarqube,CVE-2022-45868,grype+snyk+trivy
sonarqube,CVE-2023-34462,grype+snyk+trivy
sonarqube,CVE-2021-29425,grype+snyk+trivy
sonarqube,CVE-2022-40152,grype+snyk+trivy
sonarqube,CVE-2022-3171,grype+snyk+trivy
sonarqube,CVE-2021-31879,grype+snyk+trivy
sonarqube,CVE-2022-3510,grype+snyk+trivy
sonarqube,CVE-2023-4016,grype+snyk+trivy
sonarqube,CVE-2018-1000007,grype+snyk+trivy
sonarqube,CVE-2022-45146,snyk+trivy
sonarqube,CVE-2022-46908,grype+snyk+trivy
sonarqube,CVE-2020-15522,snyk+trivy
sonarqube,CVE-2018-20657,grype+snyk+trivy
sonarqube,CVE-2022-1471,grype+snyk+trivy
sonarqube,CVE-2017-13716,grype+snyk+trivy
sonarqube,CVE-2023-35887,grype+snyk+trivy
sonarqube,CVE-2023-36054,grype+snyk+trivy
sonarqube,CVE-2017-11164,grype+snyk+trivy
sonarqube,CVE-2020-8908,grype+snyk+trivy
sonarqube,CVE-2022-3219,grype+snyk+trivy
adminer,CVE-2016-2781,grype+snyk+trivy
adminer,CVE-2023-39417,grype+snyk+trivy
adminer,CVE-2011-3389,grype+snyk+trivy
adminer,CVE-2020-15719,grype+snyk+trivy
adminer,CVE-2020-16156,grype+snyk+trivy
adminer,CVE-2021-36084,grype+snyk+trivy
adminer,CVE-2021-31239,grype+snyk+trivy
adminer,CVE-2019-1010022,grype+snyk+trivy
adminer,CVE-2023-31486,grype+snyk+trivy
adminer,CVE-2021-33560,grype+snyk+trivy
adminer,CVE-2023-36191,grype+snyk+trivy
adminer,CVE-2018-6829,grype+snyk+trivy
adminer,CVE-2022-2309,grype+snyk+trivy
adminer,CVE-2005-2541,grype+snyk+trivy
adminer,CVE-2020-14155,trivy
adminer,CVE-2011-4116,grype+snyk+trivy
adminer,CVE-2017-14159,grype+snyk+trivy
adminer,CVE-2022-4899,grype+snyk+trivy
adminer,CVE-2022-3715,grype+snyk+trivy
adminer,CVE-2023-29383,grype+snyk+trivy
adminer,CVE-2023-2953,grype+snyk+trivy
adminer,CVE-2016-1585,grype+snyk+trivy
adminer,CVE-2023-3824,grype+snyk+trivy
adminer,CVE-2023-31439,grype+snyk+trivy
adminer,CVE-2007-6755,grype+snyk+trivy
adminer,CVE-2021-36085,grype+snyk+trivy
adminer,CVE-2023-3823,grype+snyk+trivy
adminer,CVE-2017-17740,grype+snyk+trivy
adminer,CVE-2023-4016,grype+snyk+trivy
adminer,CVE-2010-2632,grype+snyk+trivy
adminer,CVE-2019-8457,grype+snyk+trivy
adminer,CVE-2022-1304,grype+snyk+trivy
adminer,CVE-2019-1010024,grype+snyk+trivy
adminer,CVE-2017-16231,grype+snyk+trivy
adminer,CVE-2023-31438,grype+snyk+trivy
adminer,CVE-2017-18018,grype+snyk+trivy
adminer,CVE-2023-31484,grype+snyk+trivy
adminer,CVE-2021-36087,grype+snyk+trivy
adminer,CVE-2007-5686,grype+snyk+trivy
adminer,CVE-2019-1010023,grype+snyk+trivy
adminer,CVE-2010-4756,grype+snyk+trivy
adminer,CVE-2023-29491,grype+snyk+trivy
adminer,CVE-2023-3817,grype+snyk+trivy
adminer,CVE-2019-9192,grype+snyk+trivy
adminer,CVE-2021-36086,grype+snyk+trivy
adminer,CVE-2022-0563,grype+snyk+trivy
adminer,CVE-2017-7245,grype+snyk+trivy
adminer,CVE-2022-48303,grype+snyk+trivy
adminer,CVE-2022-41409,grype+snyk+trivy
adminer,CVE-2017-7246,grype+snyk+trivy
adminer,CVE-2019-20838,grype+snyk+trivy
adminer,CVE-2016-3709,grype+snyk+trivy
adminer,CVE-2019-1010025,grype+snyk+trivy
adminer,CVE-2015-3276,grype+snyk+trivy
adminer,CVE-2022-35737,grype+snyk+trivy
adminer,CVE-2023-31437,grype+snyk+trivy
adminer,CVE-2022-41862,grype+snyk+trivy
adminer,CVE-2021-45346,grype+snyk+trivy
adminer,CVE-2013-4392,grype+snyk+trivy
adminer,CVE-2020-13529,grype+snyk+trivy
adminer,CVE-2013-4235,grype+snyk+trivy
adminer,CVE-2018-20796,grype+snyk+trivy
adminer,CVE-2023-36054,grype+snyk+trivy
adminer,CVE-2018-5709,grype+snyk+trivy
adminer,CVE-2017-11164,grype+snyk+trivy
adminer,CVE-2021-36690,grype+snyk+trivy
adminer,CVE-2010-0928,grype+snyk+trivy
adminer,CVE-2019-20454,grype+snyk+trivy
adminer,CVE-2019-19882,grype+snyk+trivy
adminer,CVE-2022-3219,grype+snyk+trivy
adminer,CVE-2011-3374,grype+snyk+trivy
adminer,CVE-2023-3446,grype+snyk+trivy
cassandra,CVE-2016-2781,grype+snyk+trivy
cassandra,CVE-2022-38752,grype+snyk+trivy
cassandra,CVE-2022-3857,grype+snyk+trivy
cassandra,CVE-2022-38750,grype+snyk+trivy
cassandra,CVE-2023-27561,grype+trivy
cassandra,CVE-2023-27043,grype+snyk+trivy
cassandra,CVE-2022-42003,grype+snyk+trivy
cassandra,CVE-2021-28861,grype+snyk+trivy
cassandra,CVE-2016-20013,grype+snyk+trivy
cassandra,CVE-2023-2976,grype+snyk+trivy
cassandra,CVE-2023-29383,grype+snyk+trivy
cassandra,CVE-2021-37136,trivy
cassandra,CVE-2023-2953,grype+snyk+trivy
cassandra,CVE-2023-25809,grype+trivy
cassandra,CVE-2023-34462,trivy
cassandra,CVE-2019-19921,grype+trivy
cassandra,CVE-2022-45061,trivy
cassandra,CVE-2022-29162,grype+trivy
cassandra,CVE-2021-31879,grype+snyk+trivy
cassandra,CVE-2023-4016,grype+snyk+trivy
cassandra,CVE-2020-10735,trivy
cassandra,CVE-2023-26604,grype+snyk+trivy
cassandra,CVE-2022-41881,trivy
cassandra,CVE-2022-42004,grype+snyk+trivy
cassandra,CVE-2018-1000007,grype+snyk+trivy
cassandra,CVE-2023-28642,grype+trivy
cassandra,CVE-2022-25857,grype+snyk+trivy
cassandra,CVE-2021-21295,trivy
cassandra,CVE-2022-1471,grype+snyk+trivy
cassandra,CVE-2021-21409,trivy
cassandra,CVE-2022-38749,grype+snyk+trivy
cassandra,CVE-2013-4235,grype+snyk+trivy
cassandra,CVE-2022-38751,grype+snyk+trivy
cassandra,CVE-2022-41854,grype+snyk+trivy
cassandra,CVE-2023-36054,grype+snyk+trivy
cassandra,CVE-2017-11164,grype+snyk+trivy
cassandra,CVE-2020-8908,grype+snyk+trivy
cassandra,CVE-2022-3219,grype+snyk+trivy
mongo-express,CVE-2021-42378,grype+snyk+trivy
mongo-express,CVE-2021-42386,grype+snyk+trivy
mongo-express,CVE-2022-3517,grype+trivy
mongo-express,CVE-2022-24999,grype+trivy
mongo-express,CVE-2023-25345,grype+trivy
mongo-express,CVE-2022-35256,trivy
mongo-express,CVE-2022-43548,trivy
mongo-express,CVE-2022-24434,grype+trivy
mongo-express,CVE-2022-33987,grype+trivy
mongo-express,CVE-2021-42379,grype+snyk+trivy
mongo-express,CVE-2021-44906,grype+trivy
mongo-express,CVE-2021-42384,grype+snyk+trivy
mongo-express,CVE-2020-7598,grype+trivy
mongo-express,CVE-2023-23920,trivy
mongo-express,CVE-2021-3918,grype+trivy
mongo-express,CVE-2022-24785,grype+trivy
mongo-express,CVE-2023-28155,grype+trivy
mongo-express,CVE-2020-7699,grype+trivy
mongo-express,CVE-2021-42380,grype+snyk+trivy
mongo-express,CVE-2022-25883,grype+trivy
mongo-express,CVE-2023-24807,trivy
mongo-express,CVE-2021-42381,grype+snyk+trivy
mongo-express,CVE-2021-43138,grype+trivy
mongo-express,CVE-2021-42382,grype+snyk+trivy
mongo-express,CVE-2022-31129,grype+trivy
mongo-express,CVE-2023-26136,grype+trivy
mongo-express,CVE-2020-36632,grype+trivy
mongo-express,CVE-2022-4904,trivy
mongo-express,CVE-2020-8116,grype+trivy
mongo-express,CVE-2021-42385,grype+snyk+trivy
mongo-express,CVE-2022-25881,grype+trivy
mongo-express,CVE-2023-23918,trivy
mongo-express,CVE-2022-37434,grype+snyk+trivy
mongo-express,CVE-2021-42383,grype+snyk+trivy
mongo-express,CVE-2023-23936,trivy
mongo-express,CVE-2022-38900,grype+trivy
mongo-express,CVE-2021-3807,grype+trivy
mongo-express,CVE-2021-42374,grype+snyk+trivy
kong,CVE-2023-2007,grype+trivy
kong,CVE-2023-31084,grype+trivy
kong,CVE-2018-12928,grype+trivy
kong,CVE-2022-3238,grype+trivy
kong,CVE-2019-19378,grype+trivy
kong,CVE-2016-20013,grype+snyk+trivy
kong,CVE-2022-4899,grype+snyk+trivy
kong,CVE-2023-3995,grype+trivy
kong,CVE-2018-12931,grype+trivy
kong,CVE-2023-3777,grype+trivy
kong,CVE-2023-1194,grype+trivy
kong,CVE-2023-38429,grype+trivy
kong,CVE-2019-14899,grype+trivy
kong,CVE-2023-32252,grype+trivy
kong,CVE-2021-4095,grype+trivy
kong,CVE-2023-1989,grype+trivy
kong,CVE-2022-44032,grype+trivy
kong,CVE-2023-38428,grype+trivy
kong,CVE-2013-7445,grype+trivy
kong,CVE-2015-8553,grype+trivy
kong,CVE-2023-40283,grype+trivy
kong,CVE-2021-3864,grype+trivy
kong,CVE-2023-38430,grype+trivy
kong,CVE-2023-3863,grype+trivy
kong,CVE-2018-10126,grype+snyk+trivy
kong,CVE-2018-12929,grype+trivy
kong,CVE-2017-13165,grype+trivy
kong,CVE-2023-21255,grype+trivy
kong,CVE-2023-32258,grype+trivy
kong,CVE-2018-17977,grype+trivy
kong,CVE-2023-2975,grype+snyk+trivy
kong,CVE-2022-36402,grype+trivy
kong,CVE-2023-22995,grype+trivy
kong,CVE-2018-1000021,grype+snyk+trivy
kong,CVE-2018-1121,grype+trivy
kong,CVE-2022-3523,grype+trivy
kong,CVE-2022-38457,grype+trivy
kong,CVE-2022-3715,grype+snyk+trivy
kong,CVE-2023-23000,grype+trivy
kong,CVE-2023-26242,grype+trivy
kong,CVE-2022-44033,grype+trivy
kong,CVE-2023-4016,grype+snyk+trivy
kong,CVE-2023-38432,grype+trivy
kong,CVE-2023-1916,grype+snyk+trivy
kong,CVE-2023-32250,grype+trivy
kong,CVE-2017-13693,grype+trivy
kong,CVE-2016-8660,grype+trivy
kong,CVE-2022-0480,grype+trivy
kong,CVE-2022-45885,grype+trivy
kong,CVE-2022-4543,grype+trivy
kong,CVE-2021-4148,grype+trivy
kong,CVE-2017-0537,grype+trivy
kong,CVE-2023-28327,grype+trivy
kong,CVE-2023-0030,grype+trivy
kong,CVE-2022-0995,grype+trivy
kong,CVE-2017-11164,grype+snyk+trivy
kong,CVE-2023-2156,grype+trivy
kong,CVE-2023-38426,grype+trivy
kong,CVE-2021-40812,grype+snyk+trivy
kong,CVE-2021-26934,grype+trivy
kong,CVE-2022-25836,grype+trivy
kong,CVE-2023-1206,grype+trivy
kong,CVE-2022-3857,grype+snyk+trivy
kong,CVE-2022-40133,grype+trivy
kong,CVE-2022-48425,grype+trivy
kong,CVE-2023-1193,grype+trivy
kong,CVE-2023-20588,grype+trivy
kong,CVE-2019-15213,grype+trivy
kong,CVE-2022-0400,grype+trivy
kong,CVE-2022-3114,grype+trivy
kong,CVE-2022-38096,grype+trivy
kong,CVE-2022-45919,grype+trivy
kong,CVE-2023-29383,grype+snyk+trivy
kong,CVE-2020-35501,grype+trivy
kong,CVE-2015-0777,grype+trivy
kong,CVE-2023-32247,grype+trivy
kong,CVE-2022-41848,grype+trivy
kong,CVE-2019-19814,grype+trivy
kong,CVE-2022-2961,grype+trivy
kong,CVE-2022-45886,grype+trivy
kong,CVE-2022-1247,grype+trivy
kong,CVE-2018-12930,grype+trivy
kong,CVE-2023-36054,grype+snyk+trivy
kong,CVE-2023-1192,grype+trivy
kong,CVE-2015-2150,trivy
kong,CVE-2023-3338,grype+trivy
kong,CVE-2022-45887,grype+trivy
kong,CVE-2023-32254,grype+trivy
kong,CVE-2016-2781,grype+snyk+trivy
kong,CVE-2023-38427,grype+trivy
kong,CVE-2023-34256,grype+trivy
kong,CVE-2022-45888,grype+trivy
kong,CVE-2023-32257,grype+trivy
kong,CVE-2022-44034,grype+trivy
kong,CVE-2023-2953,grype+snyk+trivy
kong,CVE-2020-14304,grype+trivy
kong,CVE-2023-2898,grype+trivy
kong,CVE-2022-45884,grype+trivy
kong,CVE-2023-38431,grype+trivy
kong,CVE-2022-3219,grype+snyk+trivy
ubuntu,CVE-2018-5709,snyk
neo4j,CVE-2023-0634,snyk
memcached,CVE-2023-0634,snyk
gradle,CVE-2023-33201,snyk
gradle,CVE-2018-5382,snyk
gradle,CVE-2020-29582,snyk
gradle,CVE-2018-5709,snyk
gradle,CVE-2020-8908,grype+snyk
gradle,CVE-2018-10054,snyk
openjdk,CVE-2021-23840,snyk
openjdk,CVE-2021-3712,snyk
openjdk,CVE-2021-3449,snyk
openjdk,CVE-2022-2097,snyk
openjdk,CVE-2022-2068,snyk
openjdk,CVE-2022-1292,snyk
openjdk,CVE-2021-23841,snyk
openjdk,CVE-2021-3450,snyk
openjdk,CVE-2022-0778,snyk
nginx,CVE-2023-0634,snyk
haproxy,CVE-2023-0634,snyk
mongo,CVE-2018-5709,snyk
